,IdJuego,categories
2677,281640,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards
2678,281750,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2679,281820,Single-player;Steam Achievements
2680,281840,Single-player
2681,281860,Single-player;Steam Trading Cards;Partial Controller Support
2682,281920,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
2683,281940,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2684,281990,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud
2685,282010,Single-player;Multi-player;Steam Trading Cards
2686,282030,Single-player;Steam Trading Cards
2687,282050,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
2688,282070,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud
2689,282100,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2690,282140,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud
2691,282210,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
2692,282400,Single-player;Multi-player;Steam Achievements;Includes level editor
2693,282440,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats
2694,282530,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
2695,282560,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud
2696,282590,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud
2697,282620,Single-player;Steam Achievements;Full controller support;Steam Workshop;Stats;Includes level editor
2698,282640,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
2699,282660,Multi-player;Cross-Platform Multiplayer
2700,282680,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud
2701,282760,Single-player;Steam Achievements;Steam Trading Cards
2702,282780,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud
2703,282800,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards
2704,282860,Single-player;Multi-player;Co-op;Steam Achievements;Steam Workshop;Includes level editor
2705,282880,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Leaderboards
2706,282900,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2707,283000,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud
2708,283020,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards
2709,283040,Single-player;Steam Achievements;Steam Trading Cards;Includes level editor
2710,283060,MMO;Steam Trading Cards
2711,283080,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2712,283100,Multi-player;MMO
2713,283160,Single-player;Steam Achievements;Full controller support;VR Support;Steam Leaderboards
2714,283180,Single-player;Steam Achievements;Steam Trading Cards
2715,283230,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
2716,283270,Single-player;Multi-player
2717,283290,Single-player;Steam Trading Cards;Steam Cloud
2718,283310,Single-player
2719,283330,Single-player
2720,283350,Single-player
2721,283370,Single-player
2722,283390,Single-player;Steam Trading Cards;Partial Controller Support
2723,283410,Single-player;Steam Cloud
2724,283430,Single-player
2725,283450,Single-player;Multi-player;Steam Trading Cards
2726,283470,Single-player
2727,283490,Single-player;Multi-player;Co-op
2728,283560,Single-player
2729,283580,Single-player
2730,283600,Single-player
2731,283620,Single-player
2732,283640,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
2733,283660,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
2734,283680,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
2735,283820,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
2736,283840,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
2737,283880,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards;Commentary available
2738,283920,Single-player
2739,283940,Single-player;Steam Trading Cards;Steam Cloud
2740,283960,Single-player;Steam Cloud
2741,283980,Single-player;Steam Trading Cards;Steam Cloud
2742,284000,Single-player;Steam Cloud
2743,284020,Single-player;Steam Cloud
2744,284050,Single-player;Steam Achievements;Steam Cloud
2745,284100,Single-player;Steam Achievements;Steam Trading Cards
2746,284140,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2747,284160,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor
2748,284180,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
2749,284200,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Includes level editor
2750,284220,Single-player;Steam Achievements;Stats;Steam Leaderboards
2751,284240,Single-player;Partial Controller Support
2752,284260,Single-player;Full controller support;Steam Cloud
2753,284390,Single-player;Steam Achievements;Steam Trading Cards;Captions available
2754,284410,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2755,284460,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
2756,284710,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2757,284730,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2758,284750,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2759,284770,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2760,284790,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2761,284810,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2762,284830,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2763,284850,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2764,284870,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2765,284890,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2766,284910,Multi-player;Steam Cloud
2767,284930,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
2768,284950,Single-player;Steam Achievements;Steam Trading Cards
2769,284970,Single-player;Steam Achievements
2770,284990,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
2771,285010,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2772,285090,Single-player;Steam Trading Cards
2773,285110,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor
2774,285130,Single-player;Steam Achievements;Steam Trading Cards;Stats
2775,285190,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor
2776,285310,Single-player
2777,285330,Single-player
2778,285350,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
2779,285380,Single-player
2780,285420,Single-player
2781,285440,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
2782,285480,Single-player;Steam Trading Cards
2783,285500,Single-player;Steam Trading Cards
2784,285520,Single-player;Multi-player;Full controller support;Steam Trading Cards
2785,285670,Single-player;Partial Controller Support
2786,285740,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2787,285800,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
2788,285820,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Steam Turn Notifications;Includes level editor
2789,285840,Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Leaderboards
2790,285900,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support
2791,285920,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support
2792,285980,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
2793,286000,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor
2794,286040,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
2795,286100,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats
2796,286120,Single-player;Steam Achievements;Stats
2797,286140,Single-player
2798,286160,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
2799,286200,Single-player;Steam Achievements;Steam Trading Cards;Stats
2800,286220,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud
2801,286240,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2802,286260,Single-player;Steam Achievements;Steam Trading Cards
2803,286280,Single-player;Steam Achievements;Steam Trading Cards
2804,286300,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2805,286320,Single-player;Steam Achievements;Steam Trading Cards
2806,286340,Single-player
2807,286360,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
2808,286380,Single-player;Steam Achievements;Steam Cloud
2809,286440,Single-player
2810,286460,Single-player;Steam Cloud
2811,286480,Single-player;Steam Cloud
2812,286520,Single-player
2813,286540,Single-player
2814,286570,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
2815,286660,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
2816,286690,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2817,286730,Single-player
2818,286750,Single-player
2819,286770,Single-player;Multi-player
2820,286790,Single-player
2821,286810,Single-player;Multi-player;Steam Trading Cards
2822,286830,Single-player;Steam Trading Cards
2823,286880,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support;Steam Cloud
2824,286930,Single-player;Shared/Split Screen
2825,286940,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases
2826,287020,Single-player;Steam Trading Cards
2827,287070,Single-player;Multi-player;Cross-Platform Multiplayer;Includes level editor
2828,287100,Single-player;Shared/Split Screen;Steam Achievements;Full controller support
2829,287120,Single-player;Steam Trading Cards;Steam Leaderboards
2830,287200,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards
2831,287220,Single-player
2832,287260,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud;Steam Leaderboards
2833,287290,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
2834,287390,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2835,287450,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
2836,287580,Single-player;Multi-player;Online Multi-Player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud
2837,287600,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
2838,287630,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
2839,287700,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards
2840,287720,Single-player
2841,287740,Single-player
2842,287780,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
