,nombre,categoria,direccion_completa,barrio,comuna
1018,EMPIRE THAI,RESTAURANTE,TRES SARGENTOS 427,Retiro,Comuna 1
1019,ENCUENTROS,RESTAURANTE,"LACROZE, FEDERICO AV. 3502",Chacarita,Comuna 15
1020,ENOL,RESTAURANTE,CORRIENTES AV. 2414,Balvanera,Comuna 3
1021,EN PICADA,RESTAURANTE,INDEPENDENCIA AV. 3101,Balvanera,Comuna 3
1022,ENTRETIEMPO,RESTAURANTE,JUNIN 698,Balvanera,Comuna 3
1023,EPICUREOS,RESTAURANTE,SOLDADO DE LA INDEPENDENCIA 851,Palermo,Comuna 14
1024,ESCENCIA CRIOLLA,,DE LOS CONSTITUYENTES AV. 6099,Villa Urquiza,Comuna 12
1025,ESMERALDA,RESTAURANTE,ESMERALDA 15,San Nicolas,Comuna 1
1026,ESPACIO MIRADA,RESTAURANTE,SOLER 5802,Palermo,Comuna 14
1027,ESPACIO MIRADA,RESTAURANTE,NICARAGUA 5802,Palermo,Comuna 14
1028,ESPACIO RENATA,RESTAURANTE,MALABIA 1835,Palermo,Comuna 14
1029,ESPRESSO,RESTAURANTE,SARMIENTO 684,San Nicolas,Comuna 1
1030,ESPRESSO,RESTAURANTE,PARANA 571,San Nicolas,Comuna 1
1031,ESPRESSO,RESTAURANTE,BELGRANO AV. 400,Monserrat,Comuna 1
1032,ESQUINA ALBERDI,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 1907",Flores,Comuna 7
1033,ESQUINA DE OSVALDO PUGLIESE,,BOEDO AV. 909,Boedo,Comuna 5
1034,ESQUINA HOMERO MANZI,,SAN JUAN AV. 3601,Boedo,Comuna 5
1035,Esquina Taki,BAR,GARCIA DEL RIO AV. 3003,Saavedra,Comuna 12
1036,ESQUINA TANGO,RESTAURANTE,BALCARCE 749,San Telmo,Comuna 1
1037,ESTACION PUEBLO,RESTAURANTE,BELGRANO AV. 502,Monserrat,Comuna 1
1038,ESTILO CAMPO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1840",Puerto Madero,Comuna 1
1039,ESTUDIANTE,BAR,"MONTES DE OCA, MANUEL 1312",Barracas,Comuna 4
1040,ESTUDIO BAR,RESTAURANTE,CIUDAD DE LA PAZ 1073,Colegiales,Comuna 13
1041,ETNIAS,RESTAURANTE,BERUTI 3759,Palermo,Comuna 14
1042,ETRE,RESTAURANTE,CORDOBA AV. 896,San Nicolas,Comuna 1
1043,EURO BAR,RESTAURANTE,TUCUMAN 628,San Nicolas,Comuna 1
1044,EUROPA,RESTAURANTE,"CALVO, CARLOS 678",San Telmo,Comuna 1
1045,EVER GREEN,RESTAURANTE,ESMERALDA 333,San Nicolas,Comuna 1
1046,EXCLUSIVE PUB,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 4996",Mataderos,Comuna 9
1047,EXEDRA,RESTAURANTE,CORDOBA AV. 999,Retiro,Comuna 1
1048,EXPRESS,RESTAURANTE,TUCUMAN 801,San Nicolas,Comuna 1
1049,EXPRESSO,RESTAURANTE,"YRIGOYEN, HIPOLITO AV. 300",Monserrat,Comuna 1
1050,FABIANO CAFE,BAR,UGARTECHE 3101,Palermo,Comuna 14
1051,FABRIZZIO,RESTAURANTE,BELGRANO AV. 3201,Balvanera,Comuna 3
1052,FACTURY,RESTAURANTE,PARANA 610,San Nicolas,Comuna 1
1053,FACUNDO,RESTAURANTE,"ALVEAR, MARCELO T. De 1502",Recoleta,Comuna 2
1054,FACUNDO,CAFE,LARREA 692,Balvanera,Comuna 3
1055,FAIRUZ,,"LACROZE, FEDERICO AV. 3228",Colegiales,Comuna 13
1056,FAMA,RESTAURANTE,25 DE MAYO 152,San Nicolas,Comuna 1
1057,FAMILY,RESTAURANTE,CABILDO AV. 2629,Belgrano,Comuna 13
1058,FARANDULA,RESTAURANTE,CORRIENTES AV. 1601,San Nicolas,Comuna 1
1059,FARAON,PUB,"GOYENA, PEDRO AV. 1699",Caballito,Comuna 6
1060,FARINA,RESTAURANTE,AYACUCHO 1174,Recoleta,Comuna 2
1061,FARO DE ONS,CAFE,VIAMONTE 2194,Balvanera,Comuna 3
1062,FAROLITO,,CHICLANA AV. 3819,Boedo,Comuna 5
1063,FAUSTO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2546",Balvanera,Comuna 3
1064,FAUSTO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2546",Balvanera,Comuna 3
1065,FAX,BAR,AYACUCHO 302,Balvanera,Comuna 3
1066,FEDERACION GAUCHA PORTEÃƒâ€˜A,RESTAURANTE,DE LOS CORRALES AV. 6574,Mataderos,Comuna 9
1067,FEED BACK,BAR,CHARCAS 3359,Palermo,Comuna 14
1068,FEELING,RESTAURANTE,VIAMONTE 1850,Balvanera,Comuna 3
1069,FELIX,RESTAURANTE,HONDURAS 4096,Palermo,Comuna 14
1070,FENICIA,RESTAURANTE,"PELLEGRINI, CARLOS 1061",Retiro,Comuna 1
1071,FERNANDO,RESTAURANTE,GODOY CRUZ 2796,Palermo,Comuna 14
1072,FIAMMA,RESTAURANTE,RIVADAVIA AV. 6501,Flores,Comuna 7
1073,FIDEITAS,RESTAURANTE,RIVADAVIA AV. 8502,Velez Sarsfield,Comuna 10
1074,FILADELFIA,PUB,"JUSTO, JUAN B. AV. 4102",Caballito,Comuna 6
1075,FILIPPO,RESTAURANTE,"LACROZE, FEDERICO 1802",Palermo,Comuna 14
1076,FILIPPO,RESTAURANTE,SANTA FE AV. 1802,Recoleta,Comuna 2
1077,FILIPPO,RESTAURANTE,SANTA FE AV. 1660,Recoleta,Comuna 2
1078,FILO,RESTAURANTE,SAN MARTIN 975,Retiro,Comuna 1
1079,FIRST,RESTAURANTE,RIVADAVIA AV. 7500,Flores,Comuna 7
1080,FITO'S BAR,,"JUSTO, JUAN B. AV. 3177",Villa Crespo,Comuna 15
1081,FLAMINGO,RESTAURANTE,URUGUAY 186,San Nicolas,Comuna 1
1082,FLOPY,RESTAURANTE,PARAGUAY 3088,Recoleta,Comuna 2
1083,FLORA,RESTAURANTE,URUGUAY 862,Recoleta,Comuna 2
1084,FLORA,RESTAURANTE,URUGUAY 862,Recoleta,Comuna 2
1085,FLORENCIA,RESTAURANTE,URIARTE 2461,Palermo,Comuna 14
1086,FLORENCIA PLAZA,RESTAURANTE,"ALVEAR, MARCELO T. De 1649",Recoleta,Comuna 2
1087,FLORENTINA,CONFITERIA,25 DE MAYO 318,San Nicolas,Comuna 1
1088,FLORIDA CITY,CONFITERIA,FLORIDA 122,San Nicolas,Comuna 1
1089,FLORIDA STREET,RESTAURANTE,TUCUMAN 593,San Nicolas,Comuna 1
1090,FOGON CORDOBES,RESTAURANTE,LARREA 850,Recoleta,Comuna 2
1091,FOGON DE LOS AMIGOS,RESTAURANTE,RIVADAVIA AV. 7497,Flores,Comuna 7
1092,FOJA CERO,RESTAURANTE,LAVALLE 1489,San Nicolas,Comuna 1
1093,FONDUE PER NOI,RESTAURANTE,LA PLATA AV. 1501,Parque Chacabuco,Comuna 7
1094,FOODIE,RESTAURANTE,AZCUENAGA 1396,Recoleta,Comuna 2
1095,FOREST HILL,RESTAURANTE,FOREST AV. 606,Chacarita,Comuna 15
1096,FOREST HILLS,RESTAURANTE,TUCUMAN 699,San Nicolas,Comuna 1
1097,FORRADO,RESTAURANTE,DE LOS CONSTITUYENTES AV. 6220,Villa Pueyrredon,Comuna 12
1098,FORUM,RESTAURANTE,VIAMONTE 1402,San Nicolas,Comuna 1
1099,FOSTER,RESTAURANTE,SAN PEDRITO AV. 58,Flores,Comuna 7
1100,FOTOBAR,RESTAURANTE,SAN MARTIN 430,San Nicolas,Comuna 1
1101,FRAGA,CONFITERIA,LAVARDEN 200,Parque Patricios,Comuna 4
1102,FRANCINE,RESTAURANTE,ARENALES 3199,Recoleta,Comuna 2
1103,FRANCO'S,RESTAURANTE,JUJUY AV. 299,Balvanera,Comuna 3
1104,FRANKFURT,,"PUEYRREDON, HONORIO, DR. AV. 1121",Villa Crespo,Comuna 15
1105,FRAPPE,RESTAURANTE,PUEYRREDON AV. 2501,Recoleta,Comuna 2
1106,FRAPPE,RESTAURANTE,CABILDO AV. 4561,NuÃƒÂ±ez,Comuna 13
1107,FRATEMPO,RESTAURANTE,PUEYRREDON AV. 1907,Recoleta,Comuna 2
1108,FREDU II,RESTAURANTE,DIRECTORIO AV. 686,Parque Chacabuco,Comuna 7
1109,FREE WAY,,"LACROZE, FEDERICO AV. 2870",Colegiales,Comuna 13
1110,FREE WORD,RESTAURANTE,JURAMENTO AV. 2433,Belgrano,Comuna 13
1111,FREIBURGUER HOF,RESTAURANTE,CHILE AV. 308,San Telmo,Comuna 1
1112,FRESAS,RESTAURANTE,CORDOBA AV. 2232,Balvanera,Comuna 3
1113,FREUD & FAHLER,RESTAURANTE,GURRUCHAGA 1750,Palermo,Comuna 14
1114,FRIENDS,RESTAURANTE,TUCUMAN 925,San Nicolas,Comuna 1
1115,FRISCO,RESTAURANTE,SARMIENTO 765,San Nicolas,Comuna 1
1116,FRULATO,CAFE,LA PLATA AV. 701,Caballito,Comuna 6
1117,FUENSANTA,RESTAURANTE,CHARCAS 3301,Palermo,Comuna 14
1118,FUENTES,RESTAURANTE,25 DE MAYO 71,San Nicolas,Comuna 1
1119,FULBO,RESTAURANTE,SAN MARTIN 687,San Nicolas,Comuna 1
1120,FURCOL,RESTAURANTE,"LAMARCA, EMILIO 2101",Villa Del Parque,Comuna 11
1121,FU RU HAI,RESTAURANTE,AMENABAR 2381,Belgrano,Comuna 13
1122,FUSION,,ALVAREZ THOMAS AV. 535,Colegiales,Comuna 13
1123,FUSSION,RESTAURANTE,MAIPU 710,San Nicolas,Comuna 1
1124,FUZUE,RESTAURANTE,TUCUMAN 3446,Almagro,Comuna 5
1125,GABRIEL,RESTAURANTE,MORENO 2402,Balvanera,Comuna 3
1126,GALAXY,RESTAURANTE,AZCUENAGA 411,Balvanera,Comuna 3
1127,GALILEO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2555",Balvanera,Comuna 3
1128,GAMA,,INDEPENDENCIA AV. 2296,San Cristobal,Comuna 3
1129,GANDHI,CAFE,CORDOBA AV. 2515,Recoleta,Comuna 2
1130,GARBIS,RESTAURANTE,MONROE 1799,Belgrano,Comuna 13
1131,GARBIS,CONFITERIA,"SCALABRINI ORTIZ, RAUL 3190",Palermo,Comuna 14
1132,GARIK,BAR,SARMIENTO 1249,San Nicolas,Comuna 1
1133,GAUCHITO 2Ã‚Â§,RESTAURANTE,INDEPENDENCIA AV. 371,San Telmo,Comuna 1
1134,GAVILAN,CAFE,MOSCONI GENERAL AV. 2982,Villa Pueyrredon,Comuna 12
1135,GAZEBO,,CORRIENTES AV. 5300,Villa Crespo,Comuna 15
1136,GAZEBO,RESTAURANTE,REPUBLICA ARABE SIRIA 3091,Palermo,Comuna 14
1137,GEDREZ,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 374",San Nicolas,Comuna 1
1138,GEMINIS,CAFE,CORDOBA AV. 2523,Recoleta,Comuna 2
1139,GENERACION ARROBA,,"LACROZE, FEDERICO AV. 3466",Colegiales,Comuna 13
1140,GENESIS,RESTAURANTE,"YRIGOYEN, HIPOLITO 1902",Balvanera,Comuna 3
1141,GERONIMO BAR,RESTAURANTE,HONDURAS 3900,Palermo,Comuna 14
1142,GIANNI'S,RESTAURANTE,VIAMONTE 834,San Nicolas,Comuna 1
1143,GIANNIS'S,RESTAURANTE,25 DE MAYO 757,San Nicolas,Comuna 1
1144,GIBRALTAR,BAR,PERU 895,San Telmo,Comuna 1
1145,GIJON,RESTAURANTE,CHILE 1402,Monserrat,Comuna 1
1146,GINO,RESTAURANTE,"ROCA, JULIO A., PRESIDENTE AV. 586",Monserrat,Comuna 1
1147,GIORGIO,RESTAURANTE,RECONQUISTA 613,San Nicolas,Comuna 1
1148,GIOVANE,BAR,"SCALABRINI ORTIZ, RAUL AV. 2401",Palermo,Comuna 14
1149,GIOVANI,RESTAURANTE,PI Y MARGALL 741,Boca,Comuna 4
1150,GIRASOLES,RESTAURANTE,PARAGUAY 2743,Recoleta,Comuna 2
1151,GIRASOLES,BAR,ARMENIA 2397,Palermo,Comuna 14
1152,GODI,RESTAURANTE,COSTA RICA 4538,Palermo,Comuna 14
1153,GOL BAR,BAR,VIAMONTE 1321,San Nicolas,Comuna 1
1154,GOLDEN,BAR,RECONQUISTA 699,San Nicolas,Comuna 1
1155,GOURMET,RESTAURANTE,RECONQUISTA 485,San Nicolas,Comuna 1
1156,GRACE RESTO BAR,BAR,IRIGOYEN 1799,Monte Castro,Comuna 10
1157,GRAN CANDOMBE,BAR,PERU 1302,San Telmo,Comuna 1
1158,GRAN COLON,RESTAURANTE,"ALEM, LEANDRO N. AV. 44",San Nicolas,Comuna 1
1159,GRAN COMET,BAR,PASEO COLON AV. 279,Monserrat,Comuna 1
1160,GRANDA BISTRO,RESTAURANTE,JUNIN 1281,Recoleta,Comuna 2
1161,GRAND KING HOTEL,RESTAURANTE,LAVALLE 560,San Nicolas,Comuna 1
1162,GRANIX RESTAURANT,RESTAURANTE,FLORIDA 165,San Nicolas,Comuna 1
1163,GRAN MARIN,RESTAURANTE,DEL LIBERTADOR AV. 1156,Recoleta,Comuna 2
1164,GRANT'S,RESTAURANTE,JUNIN 1155,Recoleta,Comuna 2
1165,GRAN VICTORIA,,"YRIGOYEN, HIPOLITO AV. 500",Monserrat,Comuna 1
1166,GRAPPA,RESTAURANTE,EL SALVADOR 5802,Palermo,Comuna 14
1167,GRATTO,RESTAURANTE,PARAGUAY 4678,Palermo,Comuna 14
1168,GREEN BAMBOO,RESTAURANTE,COSTA RICA 5802,Palermo,Comuna 14
1169,GREEN & CO,RESTAURANTE,FLORIDA 787,San Nicolas,Comuna 1
1170,GRILLO'S,RESTAURANTE,CORDOBA AV. 3201,Recoleta,Comuna 2
1171,GRILL & SOJA,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 812",San Nicolas,Comuna 1
1172,GUADALAJARA DE NOCHE,RESTAURANTE,GURRUCHAGA 1881,Palermo,Comuna 14
1173,GUERRIN,CAFE,CORRIENTES AV. 1368,San Nicolas,Comuna 1
1174,GUINEA,CAFE,CORDOBA AV. 1536,San Nicolas,Comuna 1
1175,GULA,PUB,FOREST AV. 1422,Villa Ortuzar,Comuna 15
1176,GULA & BULLA,RESTAURANTE,"CARRANZA, ANGEL JUSTINIANO 1969",Palermo,Comuna 14
1177,GULE,CAFE,DIRECTORIO AV. 553,Caballito,Comuna 6
1178,GUSTOSO,CAFE,BILLINGHURST 1298,Recoleta,Comuna 2
1179,HABITUE,RESTAURANTE,PARAGUAY 700,Retiro,Comuna 1
1180,HALINA,RESTAURANTE,ARAOZ 2806,Palermo,Comuna 14
1181,HAM & CHEESE,RESTAURANTE,SUIPACHA 714,San Nicolas,Comuna 1
1182,HAMSE,RESTAURANTE,GORRITI 5616,Palermo,Comuna 14
1183,HANAN,RESTAURANTE,"ALVAREZ, JULIAN 1272",Palermo,Comuna 14
1184,HANS,RESTAURANTE,VIAMONTE 1599,San Nicolas,Comuna 1
1185,HAPPENING,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 310",Puerto Madero,Comuna 1
1186,HARAS DEL NORTE,CAFE,"ALVEAR, MARCELO T. De 2201",Recoleta,Comuna 2
1187,HARBOR CAFE,RESTAURANTE,"DEALESSI, PIERINA 240",Puerto Madero,Comuna 1
1188,HARD ROCK CAFE,RESTAURANTE,PUEYRREDON AV. 2501,Recoleta,Comuna 2
1189,HAVANNA,CONFITERIA,CORRIENTES AV. 912,San Nicolas,Comuna 1
1190,HAVANNA,RESTAURANTE,LAS HERAS GENERAL AV. 3602,Palermo,Comuna 14
1191,HAVANNA,CAFE,SANTA FE AV. 3148,Recoleta,Comuna 2
1192,HAVANNA,CONFITERIA,FLORIDA 523,San Nicolas,Comuna 1
1193,HAVANNA,RESTAURANTE,PUEYRREDON AV. 1802,Recoleta,Comuna 2
1194,HAVANNA,CONFITERIA,"PELLEGRINI, CARLOS 119",San Nicolas,Comuna 1
1195,HAVANNA,CAFE,PUEYRREDON AV. 1320,Recoleta,Comuna 2
1196,HAVANNA,CAFE,RIVADAVIA AV. 3828,Almagro,Comuna 5
1197,HELARTE,BAR,CHARCAS 3587,Palermo,Comuna 14
1198,HENRY,BAR,GUATEMALA 4788,Palermo,Comuna 14
1199,HENRY J. BEAN'S,RESTAURANTE,JUNIN 1749,Recoleta,Comuna 2
1200,HENRY J. BEAN'S,RESTAURANTE,ARCE 907,Palermo,Comuna 14
1201,HENRY'S,CAFE,TUCUMAN 269,San Nicolas,Comuna 1
1202,HEREDERO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1140",Puerto Madero,Comuna 1
1203,HERMANN,RESTAURANTE,SANTA FE AV. 3902,Palermo,Comuna 14
1204,HILARIO,RESTAURANTE,HONDURAS 6000,Palermo,Comuna 14
1205,HIP BAR,,"YRIGOYEN, HIPOLITO 640",Monserrat,Comuna 1
1206,HIPOCRATES,RESTAURANTE,"URQUIZA, Gral. 588",Balvanera,Comuna 3
1207,HIPOLITO,RESTAURANTE,SARMIENTO 948,San Nicolas,Comuna 1
1208,HOLANDA BAR,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 2513",Balvanera,Comuna 3
1209,HOLLY,RESTAURANTE,ESMERALDA 360,San Nicolas,Comuna 1
1210,HOLLY FOOD,RESTAURANTE,RIOBAMBA 1068,Recoleta,Comuna 2
1211,HOLLYWOOD,RESTAURANTE,DORREGO 1874,Colegiales,Comuna 13
1212,HOLLYWOOD ALMACEN,RESTAURANTE,DORREGO 1879,Palermo,Comuna 14
1213,HONDO,RESTAURANTE,"COSSETTINI, OLGA 240",Puerto Madero,Comuna 1
1214,HONORIO,,"PUEYRREDON, HONORIO, DR. AV. 606",Caballito,Comuna 6
1215,HOOTERS,RESTAURANTE,"LOPEZ, VICENTE 2050",Recoleta,Comuna 2
1216,HORIZONTE ALGO DISTINTO,RESTAURANTE,"PERON, EVA AV. 7285",Mataderos,Comuna 9
1217,HOT BAR,RESTAURANTE,HONDURAS 5640,Palermo,Comuna 14
1218,HOTEL ASPEN TOWERS,RESTAURANTE,PARAGUAY 557,Retiro,Comuna 1
1219,HOTEL DAZZLER,RESTAURANTE,DEL LIBERTADOR AV. 902,Recoleta,Comuna 2
1220,HOTEL PRESIDENTE,RESTAURANTE,CERRITO 850,Retiro,Comuna 1
1221,HOTEL SARMIENTO PALACE,RESTAURANTE,SARMIENTO 1953,Balvanera,Comuna 3
1222,HOTEL SAVOY,RESTAURANTE,CALLAO AV. 181,San Nicolas,Comuna 1
1223,HOTEL VIAMONTE SUITES,RESTAURANTE,VIAMONTE 1373,San Nicolas,Comuna 1
1224,HOYD'S,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 489",San Nicolas,Comuna 1
1225,HUGO CAFE,BAR,VIEYTES 1603,Barracas,Comuna 4
1226,HUSH BAR,CONFITERIA,GAONA AV. 4296,Floresta,Comuna 10
1227,IBERIA BAR,CAFE,DE MAYO AV. 1196,Monserrat,Comuna 1
1228,IBERICO,RESTAURANTE,CORDOBA AV. 1399,Retiro,Comuna 1
1229,IBIZA,,"JUSTO, JUAN B. AV. 4098",Caballito,Comuna 6
1230,IDEALE,RESTAURANTE,DON PEDRO DE MENDOZA AV. 1605,Boca,Comuna 4
1231,I'  KATENACIO,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
1232,IL BACO,RESTAURANTE,AUSTRIA 2295,Recoleta,Comuna 2
1233,IL BACO,RESTAURANTE,AUSTRIA 2295,Recoleta,Comuna 2
1234,IL CAMMINETTO,RESTAURANTE,"DIAZ, CNEL. AV. 1651",Recoleta,Comuna 2
1235,IL FRATELLO,RESTAURANTE,TUCUMAN 688,San Nicolas,Comuna 1
1236,IL FUME,RESTAURANTE,SANTA FE AV. 1399,Retiro,Comuna 1
1237,IL GATO TRATTORIAS,RESTAURANTE,CORRIENTES AV. 959,San Nicolas,Comuna 1
1238,IL GATO TRATTORIAS,RESTAURANTE,CORRIENTES AV. 1269,San Nicolas,Comuna 1
1239,Il Gatto La Recova,RESTAURANTE,POSADAS 1052,Retiro,Comuna 1
1240,IL GATTO TRATTORIAS,RESTAURANTE,BERUTI 3391,Palermo,Comuna 14
1241,IL GATTO TRATTORIAS,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1190",Puerto Madero,Comuna 1
1242,IL GATTO TRATTORIAS,,CALLAO AV. 1165,Recoleta,Comuna 2
1243,IL GRAN CAFE,RESTAURANTE,CORDOBA AV. 602,San Nicolas,Comuna 1
1244,IL GRAN CARUSO,RESTAURANTE,GOROSTIAGA 1720,Palermo,Comuna 14
1245,IL GRAN CARUSSO,RESTAURANTE,"COSSETTINI, OLGA 799",Puerto Madero,Comuna 1
1246,IL GUFO CAFFE,RESTAURANTE,ARENALES 1002,Retiro,Comuna 1
1247,ILLIMANI,RESTAURANTE,RIVADAVIA AV. 10960,Liniers,Comuna 9
1248,IL MAGO,RESTAURANTE,GUIDO 1936,Recoleta,Comuna 2
1249,IL SILENZIO,RESTAURANTE,"LORETO, Virrey 3093",Colegiales,Comuna 13
1250,ILUMINATI,RESTAURANTE,SANTA FE AV. 2587,Recoleta,Comuna 2
1251,IMAGEN,RESTAURANTE,"BALBIN, RICARDO, DR. AV. 4699",Saavedra,Comuna 12
1252,IMAN,RESTAURANTE,ARRIBEÃƒâ€˜OS 2186,Belgrano,Comuna 13
1253,INDEPENDENCIA,BAR,PIEDRAS 764,San Telmo,Comuna 1
1254,INDIGO,CAFE,"YRIGOYEN, HIPOLITO 561",Monserrat,Comuna 1
1255,INFRAGANTI,RESTAURANTE,ALVAREZ THOMAS AV. 499,Colegiales,Comuna 13
1256,IN - OUT,RESTAURANTE,LAVALLE 894,San Nicolas,Comuna 1
1257,IO TE AMASSO,RESTAURANTE,MALABIA 1885,Palermo,Comuna 14
1258,IPANEMA,RESTAURANTE,RIVADAVIA AV. 706,Monserrat,Comuna 1
1259,IRIFUNE,RESTAURANTE,PARAGUAY 412,Retiro,Comuna 1
1260,IRUPE,CAFE,RIVADAVIA AV. 4300,Almagro,Comuna 5
1261,ITAMAE,RESTAURANTE,REPUBLICA ARABE SIRIA 3045,Palermo,Comuna 14
1262,ITAMAE- SUSHI,RESTAURANTE,"ARGUIBEL, ANDRES 2813",Palermo,Comuna 14
1263,JA!,RESTAURANTE,BONPLAND 1657,Palermo,Comuna 14
1264,JADE,RESTAURANTE,UGARTECHE 3033,Palermo,Comuna 14
1265,JANIO,RESTAURANTE,MALABIA 1805,Palermo,Comuna 14
1266,JAPI,,CABILDO AV. 1308,Colegiales,Comuna 13
1267,JARDIN JAPONES RESTAURANTE,RESTAURANTE,"CASARES AV. y FIGUEROA ALCORTA, PRES. AV.",Palermo,Comuna 14
1268,JARP'S,CAFE,"IRIGOYEN, BERNARDO de 378",Monserrat,Comuna 1
1269,JARRITO,CAFE,ROSARIO 400,Caballito,Comuna 6
1270,J.D,CAFE,SAN JOSE 300,Monserrat,Comuna 1
1271,JEREMIAS,RESTAURANTE,TALCAHUANO 394,San Nicolas,Comuna 1
1272,JETRO,RESTAURANTE,CORDOBA AV. 2900,Balvanera,Comuna 3
1273,JIMBO,,CORRIENTES AV. 5400,Villa Crespo,Comuna 15
1274,JOAN BAR,BAR,HUMBERTO 1º 420,San Telmo,Comuna 1
1275,JOAN COLL POSADAS,RESTAURANTE,POSADAS 1387,Recoleta,Comuna 2
1276,JOAN PUB GENESIS IV,RESTAURANTE,RIVADAVIA AV. 7493,Flores,Comuna 7
1277,JOBS BAR,PUB,ARENALES 2932,Recoleta,Comuna 2
1278,JOSE ANTONIO,BAR,MONTEVIDEO 462,San Nicolas,Comuna 1
1279,JUANA M,RESTAURANTE,"PELLEGRINI, CARLOS 1535",Retiro,Comuna 1
1280,JUAN Y JUAN,BAR,LAVALLE 441,San Nicolas,Comuna 1
1281,JUAN Y JUAN,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 1602",NuÃƒÂ±ez,Comuna 13
1282,JUMP BACK,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1808",Puerto Madero,Comuna 1
1283,JUNGLA MAGICA,RESTAURANTE,"HERNANDEZ, JOSE 2753",Belgrano,Comuna 13
1284,JUNIN,PUB,JUNIN 1115,Recoleta,Comuna 2
1285,JUSTINA,CAFE,"URIBURU JOSE E., Pres. 497",Balvanera,Comuna 3
1286,KANTUKA,RESTAURANTE,FOURNIER 2445,Nueva Pompeya,Comuna 4
1287,KARILI,CAFE,AVELLANEDA 399,Caballito,Comuna 6
1288,KASS,RESTAURANTE,MONROE AV. 3495,Coghlan,Comuna 12
1289,"KATMANDU, INDIA",RESTAURANTE,CORDOBA AV. 3547,Palermo,Comuna 14
1290,KATRINE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 138",Puerto Madero,Comuna 1
1291,KEANU,RESTAURANTE,CRAMER AV. 3001,NuÃƒÂ±ez,Comuna 13
1292,KEFREN,RESTAURANTE,"PELLEGRINI, CARLOS 699",San Nicolas,Comuna 1
1293,KELLER'S,RESTAURANTE,FRENCH 2762,Recoleta,Comuna 2
1294,KENTOCKY,RESTAURANTE,SANTA FE AV. 4602,Palermo,Comuna 14
1295,Kentucky,RESTAURANTE,TRIUNVIRATO AV. 4500,Villa Urquiza,Comuna 12
1296,KENZO CAFE,RESTAURANTE,JURAMENTO AV. 1717,Belgrano,Comuna 13
1297,KILKENNY,RESTAURANTE,"ALVEAR, MARCELO T. De 399",Retiro,Comuna 1
1298,KING SAO,,INDEPENDENCIA AV. 1802,San Cristobal,Comuna 3
1299,KITAYAMA,,"PINO, Virrey del 2448",Colegiales,Comuna 13
1300,KLASS,RESTAURANTE,"LARRALDE, CRISOLOGO AV. 3991",Saavedra,Comuna 12
1301,KOSOKA CLUB LIBANES,RESTAURANTE,JUNIN 1462,Recoleta,Comuna 2
1302,KRISHNA,RESTAURANTE,MALABIA 1833,Palermo,Comuna 14
1303,KULI,BAR,MORENO 2001,Balvanera,Comuna 3
1304,KUNST,RESTAURANTE,CABELLO 3772,Palermo,Comuna 14
1305,LA ACADEMIA,SANDWICHERIA,CALLAO AV. 368,Balvanera,Comuna 3
1306,LA ALAMBRA,RESTAURANTE,SARMIENTO 2002,Balvanera,Comuna 3
1307,LA ALDEA,RESTAURANTE,"GUTIERREZ, RICARDO 4224",Villa Devoto,Comuna 11
1308,LA ALHAMBRA,RESTAURANTE,CHARCAS 4301,Palermo,Comuna 14
1309,LA ALHAMBRA,RESTAURANTE,CHARCAS 4309,Palermo,Comuna 14
1310,LA AMERICANA,RESTAURANTE,CALLAO AV. 83,San Nicolas,Comuna 1
1311,LA AMISTAD,RESTAURANTE,SALTA 654,Monserrat,Comuna 1
1312,LA AMISTAD,RESTAURANTE,BRASIL 1400,Constitucion,Comuna 1
1313,LA ANTIGUA MARECHARE,RESTAURANTE,DIRECTORIO AV. 4792,Parque Avellaneda,Comuna 9
1314,LA ARGENTINA,RESTAURANTE,DE MAYO AV. 860,Monserrat,Comuna 1
1315,LA BA-GO,CAFE,"LARRALDE, CRISOLOGO AV. 4896",Saavedra,Comuna 12
1316,LA BAGUETTE,BAR,MAIPU 484,San Nicolas,Comuna 1
1317,LA BAITA,RESTAURANTE,THAMES 1603,Palermo,Comuna 14
1318,LA BAMBA,BAR,RIVADAVIA AV. 2502,Balvanera,Comuna 3
1319,LA BAMBULA,RESTAURANTE,"GOYENA, PEDRO AV. 201",Caballito,Comuna 6
1320,LA BANANA,,ISABEL LA CATOLICA 752,Barracas,Comuna 4
